angDist,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
0.231622,UCAC4 451-003933,45.0581397738,+0.1274596405,0.000,0.000,90,*,3,03 00 13.95355,+00 07 38.8547,A,2020yCat.1350....0G,Star,*|NIR,4.870,0.008,0.0000162,0.0000000,,,1.7728,0.0157,6.436,-12.967,0.017,0.015,90,,,,13.850,12.805,12.589,10.971,10.527,10.350,,13.299,12.462,12.181,,Gaia DR3 3332894779520,45.05816837836,0.12740200940,0.000,0.000,70,1636148068921376768,3332894779520,920830042,0.0132,0.0125,1.7728,0.0157,113.1706,14.476,6.436,0.017,-12.967,0.015,0.0481,0.1940,-0.0492,0.0232,-0.3432,-0.0321,-0.2028,0.0663,0.0952,0.2449,200,200,200,0,2.7873,3.7311e+02,0.068,4.7536e+00,31,1,1.468,,,,,,,,23,16,0.024999,23,1.894e-02,1.119e+02,0,0,1.143,0,200,186323.67236,5.41851e+01,3.43865e+03,12.511697,0.002773,23,8.23300e+04,5.43252e+01,1.51550e+03,13.049647,0.002881,20,1.47545e+05,9.02634e+01,1.63461e+03,11.825582,0.003837,1.234,0,1,0,0,0,1.224066,0.537951,0.686115,4.39,1.07,1,11,4,9,2.1303e+01,1.5122e+00,0.045886,621.905,8.49,4750.0,3.0,0.00,111,,,,11.572329,0.013105,7,2.151355e+01,NOT_AVAILABLE,0.000000,0.000000,0.999972,,,,,,,,,,,,,,,,,,,,,,,45.05813977248,0.12745964006,0.268792,0.248271,0.2419
0.053862,SDSS J030018.12+000908.3,45.0755094983,+0.1523303261,0.001,0.001,90,QSO,12,03 00 18.12228,+00 09 08.3892,A,2020yCat.1350....0G,QSO,*|Opt|QSO,247372.339,,2.2308000,,,,0.3663,0.9016,-1.072,-3.191,1.553,1.226,90,,,,20.730,20.450,,,20.174,19.917,21.234,20.536,20.274,20.109,19.720,Gaia DR3 3470333738112,45.07550473214,0.15231614381,0.001,0.001,74,1636148068921376768,3470333738112,1209536488,0.9625,0.8136,0.3663,0.9016,0.4063,3.366,-1.072,1.553,-3.191,1.226,0.1077,0.2432,-0.5494,0.0041,-0.0106,0.0286,-0.4100,-0.2354,0.0369,0.2078,107,0,106,1,-1.5509,8.8113e+01,0.000,0.0000e+00,31,0,1.526,,,,,,,,13,11,2.276429,14,4.569e-02,1.627e+02,0,0,0.890,0,107,111.30163,1.38191e+00,8.05416e+01,20.571114,0.013759,12,5.93271e+01,9.08319e+00,6.53153e+00,20.905409,0.166253,11,7.51229e+01,1.39252e+01,5.39476e+00,20.058464,0.201293,1.208,0,0,0,1,0,0.846945,0.334295,0.512650,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.218808,0.000011,0.781177,,,,,,,,,,,,,,,,,,,,,,,45.07550949825,0.15233032608,25.381638,19.967480,0.1987
0.092211,SDSS J030016.15+000841.6,45.0672944164,+0.1449068281,0.001,0.001,90,LM*,3,03 00 16.15066,+00 08 41.6646,A,2020yCat.1350....0G,Low-Mass*,*|LM*|Opt,78.000,,0.0002602,,M3V,,0.9682,0.7553,5.603,-1.349,1.295,0.949,90,,,,,,,,,,22.667,21.414,20.521,19.494,19.035,Gaia DR3 3435974261120,45.06731931898,0.14490083242,0.001,0.001,110,1636148068921376768,3435974261120,579883250,0.7867,0.6465,0.9682,0.7553,1.2819,5.763,5.603,1.295,-1.349,0.949,-0.1705,0.2807,-0.4353,0.4725,-0.2043,0.4509,-0.1024,-0.0512,0.3441,-0.1773,144,0,142,2,0.3030,1.5673e+02,1.388,7.5268e-01,95,0,,0.9008,0.1903,-0.054,0.075,-0.044,0.039,-0.128,17,13,1.893941,17,1.794e-01,1.713e+02,0,0,1.016,0,143,136.97351,1.47028e+00,9.31615e+01,20.345776,0.011976,8,5.01670e+01,7.84641e+00,6.39363e+00,21.087496,0.169838,13,1.62985e+02,1.37668e+01,1.18390e+01,19.217527,0.091786,1.556,0,0,0,0,0,1.869968,0.741720,1.128248,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999992,,,,,,,,,,,,,,,,,,,,,,,45.06729441644,0.14490682811,21.069836,15.269700,-0.2100
0.053829,LAMOST J030004.59+000947.7,45.0191310000,+0.1632500000,,,172,G,1,  03 00 04.591,  +00 09 47.70,D,2018MNRAS.474.1873W,Galaxy,G|Opt,62375.144,,0.2350900,,,,,,,,,,,,,,,,,,,,20.674,19.379,18.339,17.825,17.415,Gaia DR3 3680787975936,45.01912373733,0.16323692972,0.004,0.003,65,1636148068921376768,3680787975936,86467952,3.5729,2.9320,,,,,,,,,0.2388,,,,,,,,,,131,0,126,5,31.2146,1.5422e+03,18.889,4.0527e+01,3,0,,,,,,,,,16,12,6.627212,16,2.148e-01,9.998e+01,3,0,,0,130,85.85912,1.72902e+00,4.96578e+01,20.852901,0.022037,11,2.41932e+02,2.79484e+01,8.65638e+00,19.379307,0.125457,10,5.91081e+02,1.57166e+01,3.76088e+01,17.818779,0.029116,9.702,0,0,0,1,0,1.560528,-1.473595,3.034122,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000235,0.002716,0.995409,,,,,,,,,,,,,,,,,,,,,,,45.01912373733,0.16323692972,3.572864,2.931971,0.2388
0.000000,2SLAQ J030023.90+001147.7,45.0996336094,+0.1965852506,0.002,0.002,90,*,1,03 00 23.91207,+00 11 47.7069,C,2020yCat.1350....0G,Star,*|Opt,,,,,,,,,,,,,32767,,,,,,,,,,21.800,21.090,20.850,20.760,20.460,Gaia DR3 4294967463680,45.09963360942,0.19658525062,0.002,0.001,110,1636148068921376768,4294967463680,1222468863,2.0477,1.5576,,,,,,,,,-0.2280,,,,,,,,,,77,0,74,3,0.6339,7.6004e+01,3.049,1.0173e+00,3,0,,,,,,,,,9,8,4.651004,9,4.363e-02,7.198e+01,0,0,,0,73,84.28749,1.60676e+00,5.24580e+01,20.872959,0.020880,6,6.33827e+01,1.33674e+01,4.74160e+00,20.833616,0.228998,7,7.23001e+01,1.71282e+01,4.22111e+00,20.100048,0.257244,1.610,0,1,0,0,0,0.733568,-0.039343,0.772911,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.003966,0.000111,0.995003,,,,,,,,,,,,,,,,,,,,,,,45.09963360942,0.19658525062,2.047677,1.557588,-0.2280
0.000000,NRRF J025924.9+000741,44.8533450879,+0.1281086111,0.003,0.003,90,GiC,2,02 59 24.80282,+00 07 41.1910,C,2020yCat.1350....0G,GtowardsCl,*|G|GiC,,,,,,,,,,,,,,,,,,,,,,,21.374,19.201,17.940,17.452,17.071,Gaia DR3 5570573422080,44.85334508786,0.12810861107,0.003,0.002,39,1636148068921376768,5570573422080,1371587226,2.6835,2.8287,,,,,,,,,0.2598,,,,,,,,,,144,0,144,0,21.7744,9.0753e+02,18.006,3.1150e+01,3,0,,,,,,,,,17,14,5.963832,17,5.327e-01,1.448e+02,4,0,,0,143,90.85542,2.29275e+00,3.96273e+01,20.791491,0.027537,13,1.51407e+02,1.69549e+01,8.93002e+00,19.888174,0.121615,13,4.70843e+02,2.22558e+01,2.11559e+01,18.065706,0.051460,6.849,0,0,0,1,0,1.822468,-0.903316,2.725784,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.004310,0.994510,,,,,,,,,,,,,,,,,,,,,,,44.85334508786,0.12810861107,2.683471,2.828724,0.2598
0.427359,2MASS J02592165+0009097,44.8401884575,+0.1526802647,0.000,0.000,90,*,1,02 59 21.64523,+00 09 09.6490,A,2020yCat.1350....0G,Star,*|NIR,,,,,,,2.6425,0.2433,0.599,-26.703,0.286,0.259,90,,,,,,,15.949,15.463,15.049,,,,,,Gaia DR3 5841155589888,44.84019112053,0.15256158361,0.000,0.000,42,1636148068921376768,5841155589888,75495729,0.2079,0.2129,2.6425,0.2433,10.8627,26.710,0.599,0.286,-26.703,0.259,0.2613,-0.0114,-0.1074,-0.0366,-0.3325,-0.0533,-0.1864,0.0293,0.1401,0.1928,185,0,183,2,-0.8794,2.2033e+02,0.480,7.3607e-01,95,0,,1.0493,0.0711,-0.249,-0.306,0.005,0.121,0.102,21,16,0.418254,21,4.307e-02,1.419e+02,0,0,0.952,0,175,530.46246,1.60979e+00,3.29522e+02,18.875731,0.004295,17,7.90676e+01,8.86288e+00,8.92120e+00,20.593546,0.121735,16,6.58957e+02,1.51578e+01,4.34731e+01,17.700752,0.025259,1.391,0,1,0,0,0,2.892794,1.717815,1.174978,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999973,3190.8,3184.0,3198.1,5.0143,4.9951,5.0336,-0.2064,-0.2721,-0.1548,322.9268,305.4580,338.7231,0.0081,0.0020,0.0209,0.0051,0.0012,0.0131,0.0035,0.0008,0.0090,MARCS,44.84018845753,0.15268026470,4.599316,4.196076,0.1946
0.011762,SDSS J025932.34+000953.2,44.8847612369,+0.1648025941,0.001,0.001,90,QSO,11,02 59 32.34270,+00 09 53.2893,A,2020yCat.1350....0G,QSO,*|Opt|QSO,159146.544,,0.8064000,,,,,,-0.121,0.725,1.482,1.402,90,,,,,,,,20.006,,21.187,20.635,20.566,20.618,20.451,Gaia DR3 5944234902272,44.88476069792,0.16480581644,0.001,0.001,52,1636148068921376768,5944234902272,1628108476,1.0526,1.0227,-0.3957,1.3401,-0.2952,0.735,-0.121,1.482,0.725,1.402,0.1228,0.1542,0.0845,0.0643,-0.3891,0.0896,-0.0253,-0.1461,0.1232,0.2853,109,0,109,0,1.2962,1.3720e+02,1.688,4.2899e-01,31,0,1.647,,,,,,,,13,11,2.268592,13,1.062e-01,1.723e+02,0,0,1.088,0,107,98.43285,1.35493e+00,7.26480e+01,20.704517,0.015197,8,4.62549e+01,9.68286e+00,4.77698e+00,21.175650,0.227302,10,6.58721e+01,8.94254e+00,7.36615e+00,20.201141,0.147444,1.139,0,1,0,0,0,0.974508,0.471132,0.503376,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.297747,0.000014,0.702230,,,,,,,,,,,,,,,,,,,,,,,44.88476123692,0.16480259410,23.653060,22.481208,0.2788
0.000000,SDSS J025944.99+001025.8,44.9374755868,+0.1738503642,0.007,0.008,90,BiC,2,02 59 44.99414,+00 10 25.8613,C,2020yCat.1350....0G,BrightestCG,*|BiC|GiC|Opt,56225.190,,0.2090000,,,,,,,,,,,,,,,,,,,,20.379,18.731,17.577,17.097,16.744,Gaia DR3 6189048868736,44.93747558677,0.17385036420,0.008,0.007,22,1636148068921376768,6189048868736,922282277,6.8920,7.9798,,,,,,,,,0.1446,,,,,,,,,,87,0,86,1,16.8101,5.3628e+02,34.702,3.7023e+01,3,0,,,,,,,,,10,9,25.661594,10,2.887e-01,7.114e+01,0,0,,0,87,59.30091,1.68597e+00,3.51731e+01,21.254713,0.030991,7,1.20606e+02,1.28021e+01,9.42081e+00,20.135120,0.115282,8,3.69908e+02,2.59394e+01,1.42605e+01,18.327660,0.076230,8.272,1,1,0,2,0,1.807461,-1.119593,2.927053,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000247,0.003361,0.995747,,,,,,,,,,,,,,,,,,,,,,,44.93747558677,0.17385036420,6.891963,7.979814,0.1446
0.000000,DES J025933.15+001126.3,44.8881514386,+0.1906662652,0.005,0.004,90,GiC,1,02 59 33.15635,+00 11 26.3986,C,2020yCat.1350....0G,GtowardsCl,*|GiC,,,,,,,,,,,,,,,,,,,,,,,21.635,20.187,18.956,18.513,18.174,Gaia DR3 6429566883712,44.88815143856,0.19066626518,0.005,0.003,103,1636148068921376768,6429566883712,1048182395,4.6643,3.5529,,,,,,,,,-0.1286,,,,,,,,,,109,0,107,2,12.2406,3.9410e+02,18.888,1.7978e+01,3,0,,,,,,,,,13,8,9.459268,14,4.205e-01,1.742e+02,0,0,,0,101,55.81696,1.54677e+00,3.60863e+01,21.320452,0.030213,9,7.11118e+01,1.34302e+01,5.29492e+00,20.708689,0.205071,9,2.75324e+02,1.17860e+01,2.33602e+01,18.648287,0.046632,6.207,0,0,0,0,0,2.060402,-0.611763,2.672165,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000076,0.000486,0.997839,,,,,,,,,,,,,,,,,,,,,,,44.88815143856,0.19066626518,4.664290,3.552925,-0.1286
0.000000,SDSS J025940.79+001256.7,44.9199605871,+0.2157555469,0.004,0.003,90,QSO,7,02 59 40.79054,+00 12 56.7200,C,2020yCat.1350....0G,QSO,*|Opt|QSO,159218.035,,0.8070000,,,,,,,,,,32767,,,,,,,,,,22.131,21.800,21.467,21.533,21.019,Gaia DR3 6567005330944,44.91996058714,0.21575554689,0.004,0.002,57,1636148068921376768,6567005330944,90019846,3.8336,3.1072,,,,,,,,,0.4694,,,,,,,,,,62,0,61,1,-0.7879,4.7469e+01,0.000,0.0000e+00,3,0,,,,,,,,,7,6,8.705241,7,2.805e-01,1.594e+02,0,0,,0,61,72.61515,1.86860e+00,3.88608e+01,21.034800,0.028075,6,4.71111e+01,1.24266e+01,3.79115e+00,21.155735,0.286400,6,2.63858e+01,5.46935e+00,4.82431e+00,21.194468,0.225087,1.012,0,0,0,0,0,-0.038733,0.120935,-0.159668,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.006990,0.000103,0.992313,,,,,,,,,,,,,,,,,,,,,,,44.91996058714,0.21575554689,3.833555,3.107170,0.4694
0.000000,DES J025954.28+001145.4,44.9762069742,+0.1959722369,0.006,0.007,90,GiC,1,02 59 54.28967,+00 11 45.5001,C,2020yCat.1350....0G,GtowardsCl,*|GiC,,,,,,,,,,,,,,,,,,,,,,,24.618,20.407,19.153,18.687,18.345,Gaia DR3 6975027056128,44.97620697420,0.19597223688,0.007,0.005,41,1636148068921376768,6975027056128,592778266,6.2866,6.5797,,,,,,,,,0.2992,,,,,,,,,,119,0,117,2,33.3186,1.7128e+03,29.535,5.7433e+01,3,0,,,,,,,,,14,10,15.699378,14,2.786e-01,1.587e+02,5,0,,0,117,59.73269,1.42819e+00,4.18242e+01,21.246836,0.026105,12,1.00943e+02,1.09332e+01,9.23266e+00,20.328356,0.117630,12,2.31186e+02,1.73649e+01,1.33134e+01,18.837994,0.081640,5.560,0,0,0,0,0,1.490362,-0.918480,2.408842,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000089,0.001457,0.997368,,,,,,,,,,,,,,,,,,,,,,,44.97620697420,0.19597223688,6.286595,6.579695,0.2992
0.915698,UCAC4 452-003961,45.0621478859,+0.2157850830,0.000,0.000,90,PM*,3,03 00 14.91549,+00 12 56.8263,A,2020yCat.1350....0G,HighPM*,*|MIR|NIR|PM*,8.205,0.063,0.0000274,0.0000002,,,6.2272,0.0201,28.981,49.351,0.024,0.018,90,,,,16.026,14.658,14.299,12.095,11.497,11.342,,15.365,14.091,13.554,,Gaia DR3 7284264691456,45.06227669198,0.21600441945,0.000,0.000,104,1636148068921376768,7284264691456,362771521,0.0190,0.0150,6.2272,0.0201,309.8142,57.231,28.981,0.024,49.351,0.018,-0.1239,0.2479,-0.1883,0.0488,-0.2494,0.0508,-0.2318,-0.0480,0.0387,-0.0438,202,0,202,0,3.6189,2.6726e+02,0.029,3.6399e-01,31,0,1.386,,,,,,,,23,13,0.033794,23,1.529e-02,9.099e+01,0,0,1.186,0,201,44419.08104,1.33375e+01,3.33040e+03,14.068443,0.002775,21,1.52296e+04,2.29651e+01,6.63163e+02,14.881823,0.003235,20,4.21385e+04,2.32807e+01,1.81002e+03,13.186197,0.003827,1.292,0,1,0,0,0,1.695625,0.813379,0.882246,1.72,3.73,2,11,2,9,8.3061e+00,,,911.475,,4500.0,4.5,0.75,111,,,,12.789391,0.034496,9,,NOT_AVAILABLE,0.000000,0.000000,0.999442,,,,,,,,,,,,,,,,,,,,,,,45.06214788587,0.21578508294,0.391039,0.296364,-0.0480
0.735629,HD  18667,45.0341407617,+0.2354199744,0.000,0.000,90,*,24,03 00 08.19378,+00 14 07.5119,A,2020yCat.1350....0G,Star,*|NIR,6.400,0.190,0.0000213,0.0000006,G6/8IV,,5.6023,0.0318,45.466,-6.834,0.040,0.029,90,,,,9.270,8.300,,6.606,6.133,6.019,,,,,,Gaia DR3 7632157690368,45.03434283470,0.23538959952,0.000,0.000,106,1636148068921376768,7632157690368,1237465113,0.0308,0.0232,5.6023,0.0318,176.0302,45.977,45.466,0.040,-6.834,0.029,-0.1795,0.2500,-0.1272,0.1307,-0.1939,0.1012,-0.1066,-0.0251,0.1536,-0.1984,209,209,206,3,7.2544,7.9884e+02,0.210,3.0282e+01,31,1,1.487,,,,,,,,24,13,0.057029,24,1.820e-02,1.502e+02,0,0,1.381,0,203,11153877.16609,3.21056e+03,3.47412e+03,8.068802,0.002773,22,5.17353e+06,3.59445e+03,1.43931e+03,8.554075,0.002890,20,8.53415e+06,3.52398e+03,2.42173e+03,7.419995,0.003806,1.229,0,0,0,0,0,1.134080,0.485273,0.648807,5.90,0.27,1,10,0,8,2.4013e+02,6.9829e+00,0.000000,911.475,2.23,4750.0,3.0,0.00,222,10.4274,0.4210,9,7.174999,0.005874,10,,NOT_AVAILABLE,0.000000,0.000000,0.999946,5028.8,5026.6,5030.9,3.1614,3.1568,3.1656,-0.1016,-0.1032,-0.1004,175.6677,174.7954,176.5858,0.2131,0.2105,0.2154,0.1700,0.1679,0.1718,0.0899,0.0888,0.0910,MARCS,45.03414076173,0.23541997439,0.648026,0.468295,-0.2073
0.000000,DES J025940.84+001307.6,44.9201963626,+0.2187938135,0.010,0.018,90,GiC,1,02 59 40.84713,+00 13 07.6577,C,2020yCat.1350....0G,GtowardsCl,*|GiC,,,,,,,,,,,,,,,,,,,,,,,23.988,20.336,19.134,18.714,18.481,Gaia DR3 8040179489280,44.92019636262,0.21879381353,0.019,0.008,21,1636148068921376768,8040179489280,1211606981,10.4073,18.3083,,,,,,,,,0.5431,,,,,,,,,,48,0,48,0,8.4547,1.7700e+02,25.300,1.4189e+01,3,0,,,,,,,,,6,6,162.067825,6,3.282e-01,1.494e+02,0,0,,0,48,43.92670,1.93835e+00,2.26619e+01,21.580545,0.047989,4,8.79993e+01,2.02036e+01,4.35563e+00,20.477345,0.249287,4,2.02933e+02,2.72662e+01,7.44264e+00,18.979515,0.145930,6.623,0,0,0,0,0,1.497829,-1.103201,2.601030,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000285,0.000113,0.999160,,,,,,,,,,,,,,,,,,,,,,,44.92019636262,0.21879381353,10.407287,18.308285,0.5431
0.165506,2MASS J02594860+0014286,44.9525440777,+0.2411905276,0.000,0.000,90,LM*,2,02 59 48.61058,+00 14 28.2859,A,2020yCat.1350....0G,Low-Mass*,*|LM*|NIR|Opt,37.000,,0.0001234,,M0V,,1.1784,0.3492,1.515,-10.233,0.412,0.305,90,,,,,,,17.040,16.730,15.390,23.955,20.914,19.449,18.819,18.344,Gaia DR3 8177618164608,44.95255081106,0.24114504933,0.000,0.000,103,1636148068921376768,8177618164608,203426086,0.3070,0.2691,1.1784,0.3492,3.3748,10.344,1.515,0.412,-10.233,0.305,-0.0645,0.2260,-0.2543,0.1616,-0.3505,0.1653,-0.2546,-0.0433,0.1234,-0.0781,199,0,197,2,-0.3789,1.9226e+02,0.000,0.0000e+00,95,0,,1.3799,0.0828,-0.178,-0.051,0.009,-0.041,-0.004,23,13,0.582971,23,9.281e-02,1.604e+02,0,0,0.979,0,197,324.06268,1.13577e+00,2.85325e+02,19.410795,0.004698,18,1.20267e+02,1.28267e+01,9.37624e+00,20.138180,0.115830,20,3.20706e+02,1.42870e+01,2.24474e+01,18.482628,0.048516,1.361,0,1,0,1,0,1.655552,0.727385,0.928167,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999991,,,,,,,,,,,,,,,,,,,,,,,44.95254407774,0.24119052756,6.678360,4.952367,-0.0923
0.354630,SDSS J025959.64+001350.9,44.9985094711,+0.2308316945,0.000,0.000,90,Pe*,2,02 59 59.64227,+00 13 50.9941,A,2020yCat.1350....0G,ChemPec*,*|Opt|Pe*,-120.769,3.870,-0.0004028,0.0000129,F3/F5V,,0.7344,0.0808,16.250,-15.073,0.102,0.077,90,,,,,,,,,,18.513,17.554,17.190,17.040,16.940,Gaia DR3 8250632981888,44.99858169314,0.23076470240,0.000,0.000,103,1636148068921376768,8250632981888,308268319,0.0737,0.0610,0.7344,0.0808,9.0888,22.164,16.250,0.102,-15.073,0.077,-0.0930,0.2089,-0.1961,0.1517,-0.2890,0.1849,-0.1243,-0.1101,0.0323,0.0044,214,0,213,1,1.5856,2.5093e+02,0.087,1.9090e-01,31,0,1.558,,,,,,,,24,13,0.142226,24,1.740e-02,1.489e+02,0,0,1.077,0,209,2560.25609,3.07022e+00,8.33899e+02,17.166658,0.003047,19,1.48038e+03,2.71978e+01,5.44302e+01,17.412607,0.020141,21,1.99265e+03,7.57519e+01,2.63049e+01,16.499319,0.041448,1.357,0,7,0,8,0,0.913288,0.245949,0.667339,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999931,5562.0,5548.4,5584.4,4.6799,4.6367,4.7071,-3.5223,-3.9625,-3.0804,1676.3934,1615.3282,1786.3409,0.0090,0.0021,0.0253,0.0075,0.0017,0.0212,0.0042,0.0009,0.0117,MARCS,44.99850947110,0.23083169453,1.641503,1.233752,-0.0117
0.164615,2MASS J03000899+0015419,45.0374458908,+0.2616386102,0.000,0.000,90,LM*,3,03 00 08.98701,+00 15 41.8990,A,2020yCat.1350....0G,Low-Mass*,*|LM*|NIR|Opt,-63.751,1.877,-0.0002126,0.0000063,M3V,,1.8109,0.1395,-8.601,-5.645,0.176,0.132,90,,,,,,,15.242,14.611,14.404,22.720,20.015,18.529,17.285,16.602,Gaia DR3 8418136080384,45.03740766253,0.26161351973,0.000,0.000,103,1636148068921376768,8418136080384,484258659,0.1341,0.1061,1.8109,0.1395,12.9852,10.288,-8.601,0.176,-5.645,0.132,-0.1194,0.2281,-0.1961,0.1791,-0.1793,0.1800,-0.1347,-0.0295,0.1413,-0.0724,202,0,201,1,-0.2239,2.3567e+02,0.403,1.4619e+00,95,0,,1.2068,0.0356,-0.120,0.056,0.007,0.022,0.077,23,13,0.247392,23,2.124e-02,1.206e+02,0,0,0.987,0,192,1197.50506,2.47965e+00,4.82934e+02,17.991674,0.003556,19,2.26088e+02,1.20524e+01,1.87587e+01,19.452847,0.057946,19,1.47719e+03,1.24592e+01,1.18562e+02,16.824305,0.009907,1.422,0,2,0,1,0,2.628542,1.461172,1.167370,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999826,3445.8,3432.8,3459.5,4.4997,4.4602,4.5445,-0.5470,-0.5813,-0.4810,455.4726,435.8696,472.1453,0.8968,0.8549,0.9396,0.5857,0.5580,0.6138,0.3675,0.3509,0.3842,MARCS,45.03744589078,0.26163861022,2.843988,2.122174,-0.0887
0.121792,SDSS J030005.23+001515.4,45.0218063348,+0.2542913138,0.000,0.000,90,LM*,3,03 00 05.23352,+00 15 15.4487,A,2020yCat.1350....0G,Low-Mass*,*|LM*|Opt,61.587,3.745,0.0002055,0.0000125,M3V,,0.3946,0.4436,7.505,-1.269,0.577,0.432,90,,,,,,,,,,25.435,21.764,20.285,18.966,18.272,Gaia DR3 8383776596736,45.02183969274,0.25428567334,0.000,0.000,102,1636148068921376768,8383776596736,1554533928,0.3989,0.3435,0.3946,0.4436,0.8896,7.612,7.505,0.577,-1.269,0.432,-0.0640,0.2299,-0.1890,0.2305,-0.2885,0.2756,-0.0547,-0.1060,0.0716,0.0182,199,0,197,2,1.0334,2.4226e+02,1.068,1.1031e+00,95,0,,1.1427,0.1078,-0.154,0.001,-0.017,0.001,0.011,23,13,0.809580,23,2.548e-02,1.562e+02,0,0,1.052,0,196,250.45440,1.22465e+00,2.04511e+02,19.690546,0.005981,19,6.75610e+01,1.17123e+01,5.76839e+00,20.764301,0.188242,21,3.14630e+02,9.95921e+00,3.15918e+01,18.503397,0.034575,1.526,0,1,0,1,0,2.260904,1.073755,1.187149,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999976,,,,,,,,,,,,,,,,,,,,,,,45.02180633480,0.25429131379,9.310607,6.938947,-0.0055
0.000000,2MASX J03003662+0010127,45.1525693979,+0.1703020803,0.017,0.017,90,G,1,03 00 36.61666,+00 10 13.0875,C,2020yCat.1350....0G,Galaxy,*|G|Opt,52099.009,11.992,0.1919200,0.0000400,,,,,,,,,,0.197000,0.100000,240,,,,15.009,14.171,13.488,20.222,18.479,17.244,16.681,16.255,Gaia DR3 9075266737536,45.15256939785,0.17030208030,0.018,0.016,50,1636148068921376768,9075266737536,660799830,17.0973,16.8077,,,,,,,,,0.0902,,,,,,,,,,74,0,73,1,43.3168,2.8485e+03,74.302,2.1532e+02,3,0,,,,,,,,,9,7,55.676689,9,3.495e-01,2.422e+00,15,0,,0,73,38.96105,1.62387e+00,2.39926e+01,21.710791,0.045337,6,1.57315e+02,1.11704e+01,1.40832e+01,19.846617,0.077145,7,6.17670e+02,4.79632e+01,1.28780e+01,17.771004,0.084394,19.891,0,0,0,0,0,2.075613,-1.864174,3.939787,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000041,0.001189,0.994803,,,,,,,,,,,,,,,,,,,,,,,45.15256939785,0.17030208030,17.097342,16.807734,0.0902
