angDist,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
0.006706,SDSS J030011.92+003527.5,45.0496757165,+0.5909786901,0.000,0.000,90,SyG,29,03 00 11.92217,+00 35 27.5233,A,2020yCat.1350....0G,Seyfert,*|AGN|G|Opt|QSO|SyG,101026.813,0.000,0.4200500,0.0000000,,,1.0167,0.5824,0.018,-0.419,0.505,0.552,90,,,,19.540,19.410,,18.486,18.118,17.776,20.119,19.890,19.670,19.345,19.005,Gaia DR3 58377195752192,45.04967579817,0.59097682893,0.000,0.000,101,1636148068921376768,58377195752192,1258875054,0.4848,0.4644,1.0167,0.5824,1.7458,0.419,0.018,0.505,-0.419,0.552,-0.0177,0.4247,-0.0389,-0.3033,-0.4473,-0.3456,-0.2842,0.1676,-0.0115,0.3064,184,0,182,2,0.8608,2.0021e+02,0.952,6.7924e-01,95,0,,1.5297,0.1357,-0.356,-0.116,-0.091,0.040,0.166,21,13,0.874454,21,3.010e-01,6.805e+01,0,0,1.044,0,181,212.60273,2.51602e+00,8.44997e+01,19.868444,0.013141,18,1.79191e+02,9.10847e+00,1.96730e+01,19.705252,0.055260,18,2.36387e+02,1.06130e+01,2.22733e+01,18.813835,0.048892,1.955,0,0,0,0,0,0.891417,-0.163193,1.054609,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.989999,0.010001,0.000000,,,,,,,,,,,,,,,,,,,,,,,45.04967571652,0.59097869005,8.120726,8.982305,0.3358
0.004154,Z 415-38,44.2358867435,+6.2055551330,0.000,0.000,90,GiG,33,02 56 56.61282,+06 12 19.9985,A,2020yCat.1350....0G,GtowardsGroup,*|AG?|G|GiC|GiG|IR|rG,6303.319,39.000,0.0212514,0.0001301,,1,1.1011,0.4611,-0.244,0.089,0.507,0.434,90,0.387000,0.271000,40,15.300,,14.200,12.340,11.550,11.236,,,,,,Gaia DR3 7150437648744576,44.23588565383,6.20555553025,0.000,0.000,77,1636148068921376768,7150437648744576,1055739730,0.4134,0.3707,1.1011,0.4611,2.3882,0.260,-0.244,0.507,0.089,0.434,0.0535,0.1241,0.0932,-0.0390,-0.1881,-0.0991,-0.1448,0.0896,0.2124,0.1848,151,0,150,1,15.3778,6.3512e+02,2.700,2.2051e+01,95,0,,1.6126,0.1100,-0.015,0.216,-0.024,0.001,-0.011,17,12,0.731389,20,2.008e-01,9.785e+01,0,0,2.029,0,177,920.94744,1.15728e+01,7.95788e+01,18.276779,0.013919,17,2.58926e+03,8.51673e+01,3.04021e+01,16.805603,0.035821,17,5.45830e+03,5.49334e+01,9.93620e+01,15.405252,0.011562,8.738,0,17,0,17,0,1.400351,-1.471176,2.871527,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,1.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,44.23588674346,6.20555513296,8.083604,7.004793,0.1911
0.000000,2MASX J02570210+0613352,44.2588879020,+6.2264265869,0.003,0.003,90,GiC,7,02 57 02.13310,+06 13 35.1357,C,2020yCat.1350....0G,GtowardsCl,*|G|GiC,6800.098,17.000,0.0229459,0.0000567,,SO,,,,,,,,0.483867,0.318239,28,15.000,,,12.877,12.246,11.897,,15.901,15.005,,14.315,Gaia DR3 7150575087899136,44.25888790196,6.22642658692,0.003,0.003,112,1636148068921376768,7150575087899136,885031391,3.3751,2.9806,,,,,,,,,-0.1175,,,,,,,,,,95,0,95,0,18.5135,6.3450e+02,9.104,1.9267e+01,3,0,,,,,,,,,11,8,7.026768,14,3.000e-01,1.514e+02,0,0,,0,102,177.37857,3.95382e+00,4.48625e+01,20.065113,0.024358,10,1.81276e+03,9.55611e+01,1.89696e+01,17.192692,0.057303,8,3.61318e+03,3.77340e+01,9.57541e+01,15.853171,0.011952,30.590,0,0,0,0,0,1.339520,-2.872421,4.211942,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,1.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,44.25888790196,6.22642658692,3.375093,2.980565,-0.1175
0.171551,2MASS J03005392+0040003,45.2246355550,+0.6667719158,0.000,0.000,90,LM*,3,03 00 53.91253,+00 40 00.3789,A,2020yCat.1350....0G,Low-Mass*,*|LM*|NIR|Opt,28.712,5.248,0.0000958,0.0000175,M1V,,0.8325,0.2046,6.549,-8.490,0.224,0.209,90,,,,,,,16.410,16.237,15.200,22.829,20.598,18.937,18.120,17.678,Gaia DR3 60026463218816,45.22466466301,0.66673418448,0.000,0.000,92,1636148068921376768,60026463218816,811881768,0.1850,0.1606,0.8325,0.2046,4.0681,10.722,6.549,0.224,-8.490,0.209,-0.0120,0.2811,0.0329,-0.1677,-0.2100,-0.1949,-0.0989,0.1540,0.0017,0.0884,223,0,219,4,-0.8821,2.0450e+02,0.000,0.0000e+00,31,0,1.326,,,,,,,,26,16,0.318614,26,1.416e-01,7.058e+01,0,0,0.956,0,216,600.80099,1.43626e+00,4.18308e+02,18.740540,0.003785,24,1.62161e+02,6.82995e+00,2.37427e+01,19.813675,0.045814,23,6.21319e+02,7.27360e+00,8.54212e+01,17.764608,0.013260,1.304,0,1,0,0,0,2.049067,1.073135,0.975931,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999995,3478.2,3442.8,3544.8,4.6645,4.6031,4.7964,-0.8711,-0.9922,-0.6220,608.8173,546.5199,684.5732,0.0247,0.0062,0.0601,0.0170,0.0043,0.0415,0.0096,0.0024,0.0236,PHOENIX,45.22463555504,0.66677191575,3.576765,3.361305,0.1058
0.000000,LEDA   74262,44.4779042598,+6.1389673719,0.006,0.003,90,GiC,9,02 57 54.69702,+06 08 20.2825,C,2020yCat.1350....0G,GtowardsCl,*|AG?|G|GiC|Opt,5859.600,24.000,0.0197403,0.0000801,,SO,,,,,,,,0.243000,0.151000,120,16.000,,,13.675,12.885,12.642,19.199,16.850,15.926,15.452,15.103,Gaia DR3 7151227922941312,44.47790425981,6.13896737195,0.006,0.002,113,1636148068921376768,7151227922941312,239182948,5.9540,3.3028,,,,,,,,,-0.6593,,,,,,,,,,111,0,111,0,17.0200,5.9499e+02,14.741,2.9888e+01,3,0,,,,,,,,,13,9,11.418633,14,1.638e-01,4.912e+00,0,0,,0,118,152.78790,2.95475e+00,5.17092e+01,20.227144,0.021177,14,1.17301e+03,6.24194e+01,1.87925e+01,17.665285,0.057842,14,2.72782e+03,9.93616e+01,2.74535e+01,16.158356,0.039728,25.531,0,1,0,3,0,1.506929,-2.561859,4.068789,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,1.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,44.47790425981,6.13896737195,5.954044,3.302760,-0.6593
0.002368,US 3522,45.2335077602,+0.6487684433,0.000,0.000,90,*,2,03 00 56.04186,+00 38 55.5664,A,2020yCat.1350....0G,Star,*|blu|MIR|Opt,,,,,,,0.1079,0.1215,0.102,-0.108,0.147,0.124,90,,,,18.700,,,,,,19.516,18.322,17.909,17.745,17.688,Gaia DR3 59957743737600,45.23350821201,0.64876796519,0.000,0.000,108,1636148068921376768,59957743737600,1296106028,0.1115,0.0937,0.1079,0.1215,0.8880,0.148,0.102,0.147,-0.108,0.124,-0.1275,0.1606,0.2523,-0.1255,-0.2723,-0.2075,0.0130,0.1921,0.2190,-0.0329,213,0,213,0,0.7903,2.3313e+02,0.000,0.0000e+00,31,0,1.553,,,,,,,,25,16,0.207660,25,1.833e-02,9.785e+01,0,0,1.037,0,212,1298.68754,1.78207e+00,7.28751e+02,17.903605,0.003132,22,6.86116e+02,1.05920e+01,6.47768e+01,18.247549,0.016992,23,8.37708e+02,1.13987e+01,7.34917e+01,17.440165,0.015249,1.173,0,2,0,1,0,0.807384,0.343945,0.463440,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000460,0.000000,0.999509,5647.4,5631.8,5662.4,4.6749,4.6613,4.6888,-0.7319,-0.8244,-0.6368,2815.9058,2733.7874,2896.8118,0.0028,0.0008,0.0083,0.0024,0.0006,0.0070,0.0013,0.0003,0.0038,MARCS,45.23350776017,0.64876844335,2.318773,1.986771,-0.0177
0.038809,SDSS J025802.62+060959.4,44.5109274516,+6.1665063745,0.001,0.001,90,BS*,1,02 58 02.62259,+06 09 59.4229,A,2020yCat.1350....0G,BlueStraggler,*|BS*|Opt,-140.900,14.600,-0.0004699,0.0000487,A0,,0.2565,0.8664,2.419,-0.172,1.317,1.733,90,,,,,,,,,,21.614,20.490,20.333,20.257,20.283,Gaia DR3 7151395426227328,44.51093826716,6.16650560805,0.001,0.001,50,1636148068921376768,7151395426227328,1290471771,0.7991,0.7406,0.2565,0.8664,0.2960,2.426,2.419,1.317,-0.172,1.733,0.4486,0.5453,0.2718,0.3752,0.0791,0.4138,0.4460,0.1718,0.2682,0.8503,129,0,128,1,-0.0841,1.3108e+02,0.000,0.0000e+00,31,0,1.607,,,,,,,,15,10,2.941300,17,9.413e-02,1.102e+00,0,0,0.992,0,142,137.28593,1.10515e+00,1.24223e+02,20.343302,0.009164,13,8.47603e+01,7.82191e+00,1.08363e+01,20.518061,0.100233,15,6.53542e+01,1.00984e+01,6.47174e+00,20.209713,0.167808,1.093,0,0,0,0,0,0.308348,0.174759,0.133589,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.060497,0.000000,0.939502,,,,,,,,,,,,,,,,,,,,,,,44.51092745163,6.16650637452,20.867335,27.400787,0.8433
0.255142,2MASS J03005081+0040144,45.2117200000,+0.6706470000,0.063,0.058,0,LM*,2,  03 00 50.813,  +00 40 14.33,C,2009ApJS..182..543A,Low-Mass*,LM*|NIR|Opt,-36.168,3.073,-0.0001206,0.0000103,M2V,,,,,,,,,,,,,,,15.240,14.651,14.366,22.159,19.890,18.196,17.141,16.551,Gaia DR3 60236917116672,45.21165199400,0.67062703078,0.000,0.000,100,1636148068921376768,60236917116672,1278337005,0.2307,0.1969,1.2504,0.2530,4.9429,12.526,-11.278,0.277,-5.452,0.236,-0.0583,0.2429,0.0325,-0.0224,-0.1653,-0.0414,0.0053,0.1300,-0.0125,-0.0440,231,0,217,14,21.5089,1.0794e+03,1.830,3.3706e+01,31,0,1.303,,,,,,,,27,16,0.385540,27,1.144e-01,1.713e+02,0,0,2.207,0,226,1232.21025,5.26069e+00,2.34230e+02,17.960655,0.005392,23,3.36851e+02,1.02693e+01,3.28017e+01,19.019949,0.033217,24,1.60841e+03,1.88039e+01,8.55362e+01,16.731901,0.013244,1.579,0,23,0,24,0,2.288048,1.059294,1.228754,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999324,,,,,,,,,,,,,,,,,,,,,,,45.21170211986,0.67065126404,4.436928,3.773061,-0.0408
0.467976,2MASS J03005081+0040144,45.2117200000,+0.6706470000,0.063,0.058,0,LM*,2,  03 00 50.813,  +00 40 14.33,C,2009ApJS..182..543A,Low-Mass*,LM*|NIR|Opt,-36.168,3.073,-0.0001206,0.0000103,M2V,,,,,,,,,,,,,,,15.240,14.651,14.366,22.159,19.890,18.196,17.141,16.551,Gaia DR3 60236916445824,45.21182527624,0.67057073275,0.017,0.001,31,1636148068921376768,60236916445824,913139958,8.8030,14.3937,,,,,,,,,0.9970,,,,,,,,,,69,0,69,0,2.9708,1.0292e+02,2.380,2.7446e+00,3,0,,,,,,,,,9,6,65.702835,9,2.157e+00,1.201e+02,0,100,,0,54,211.43510,1.99878e+00,1.05782e+02,19.874424,0.010627,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,45.21182527624,0.67057073275,8.803037,14.393736,0.9970
0.001310,[VV2006] J030031.6+003832,45.1314112913,+0.6422959559,0.000,0.000,90,QSO,20,03 00 31.53871,+00 38 32.2654,A,2020yCat.1350....0G,QSO,*|Opt|QSO,257540.489,194.865,2.6319000,0.0006500,,,0.1566,0.1792,-0.065,-0.050,0.163,0.158,90,,,,18.710,18.390,,18.332,18.258,18.334,19.587,18.898,18.620,18.451,18.332,Gaia DR3 60473139811072,45.13141100219,0.64229573472,0.000,0.000,20,1636148068921376768,60473139811072,1322147721,0.1385,0.1429,0.1566,0.1792,0.8739,0.082,-0.065,0.163,-0.050,0.158,0.0254,0.2589,0.0372,-0.0775,-0.4091,-0.2268,-0.2241,0.2612,0.1782,0.2390,220,0,219,1,1.6129,2.5905e+02,0.286,4.7238e-01,31,1,1.582,,,,,,,,25,15,0.256343,25,3.887e-02,1.560e+02,0,0,1.077,0,219,846.99767,2.13956e+00,3.95875e+02,18.367661,0.003888,23,4.91829e+02,1.21539e+01,4.04669e+01,18.609009,0.026975,23,5.55137e+02,1.39467e+01,3.98042e+01,17.886894,0.027537,1.236,0,0,0,4,0,0.722115,0.241348,0.480766,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.989054,0.000000,0.010946,5968.3,5960.6,5980.1,4.7231,4.7180,4.7276,-3.9845,-4.1136,-3.8152,3438.8970,3412.9443,3467.0427,0.0055,0.0014,0.0131,0.0047,0.0012,0.0112,0.0026,0.0006,0.0062,MARCS,45.13141129129,0.64229595594,2.609755,2.564897,0.2526
0.053739,[HSO2006] SDSS J0300+0038B,45.1259310416,+0.6413627508,0.000,0.001,90,*,1,03 00 30.22345,+00 38 28.9059,A,2020yCat.1350....0G,Star,*|Opt|QSO,,,,,,,0.2783,0.6084,2.224,-2.517,0.527,0.568,90,,,,,,,,,,21.300,20.554,20.124,19.950,19.940,Gaia DR3 60473139810688,45.12594092789,0.64135156569,0.001,0.000,13,1636148068921376768,60473139810688,1053631296,0.4492,0.5004,0.2783,0.6084,0.4574,3.359,2.224,0.527,-2.517,0.568,0.0520,0.2901,0.0228,-0.1251,-0.4598,-0.3028,-0.2740,0.2719,0.2151,0.3653,203,0,201,2,-0.6759,1.9454e+02,0.000,0.0000e+00,31,0,1.539,,,,,,,,23,15,0.924382,25,5.220e-02,9.052e+01,0,4,0.964,0,198,170.57628,9.74842e-01,1.74978e+02,20.107571,0.006789,19,1.11974e+02,9.55070e+00,1.17241e+01,20.215754,0.092649,20,8.93410e+01,8.48754e+00,1.05261e+01,19.870268,0.103216,1.180,0,0,0,1,0,0.345486,0.108183,0.237303,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000899,0.000000,0.999100,,,,,,,,,,,,,,,,,,,,,,,45.12593104160,0.64136275085,8.429375,9.244914,0.3824
0.041764,2MASS J02580621+0613399,44.5259408240,+6.2277841044,0.000,0.000,90,RG*,6,02 58 06.22580,+06 13 40.0228,A,2020yCat.1350....0G,RGB*,*|NIR|Opt|RG*,-167.770,7.420,-0.0005595,0.0000248,KIII,,0.0879,0.0916,-0.365,-2.585,0.095,0.098,90,,,,,,,15.568,15.008,14.873,19.597,17.927,17.136,16.766,16.580,Gaia DR3 7152224355168640,44.52593919136,6.22777261747,0.000,0.000,65,1636148068921376768,7152224355168640,1113803825,0.0788,0.0687,0.0879,0.0916,0.9598,2.610,-0.365,0.095,-2.585,0.098,0.1656,0.3856,-0.0320,0.1558,-0.1651,0.0751,0.0333,0.0216,0.2592,0.4039,173,0,172,1,-0.7802,1.5912e+02,0.000,0.0000e+00,31,0,1.460,,,,,,,,20,14,0.158729,22,8.852e-02,1.687e+02,0,0,0.956,0,188,2642.29896,2.55913e+00,1.03250e+03,17.132412,0.002949,19,1.10842e+03,2.07519e+01,5.34126e+01,17.726786,0.020518,16,2.14998e+03,1.44692e+01,1.48590e+02,16.416807,0.008226,1.233,1,1,0,0,0,1.309978,0.594374,0.715605,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999997,5001.2,4934.9,5077.6,4.6883,4.6618,4.7236,-0.9254,-1.1128,-0.7763,1033.6898,964.6589,1101.2542,0.6463,0.5871,0.7115,0.5103,0.4628,0.5634,0.2765,0.2507,0.3051,MARCS,44.52594082395,6.22778410438,1.524578,1.564590,0.3920
0.062742,Gaia DR3 60748017723776,45.1041877673,+0.6609848966,0.000,0.000,90,*,1,03 00 25.00506,+00 39 39.5456,A,2020yCat.1350....0G,Star,*,16.301,2.519,0.0000544,0.0000084,,,0.5671,0.0591,3.905,-0.359,0.059,0.053,90,,,,,,,,,,,,,,,Gaia DR3 60748017723776,45.10420512376,0.66098330214,0.000,0.000,86,1636148068921376768,60748017723776,397251438,0.0507,0.0462,0.5671,0.0591,9.5913,3.921,3.905,0.059,-0.359,0.053,0.0133,0.2723,0.0267,-0.0554,-0.2472,-0.0938,-0.0807,0.1342,0.0100,0.1153,229,0,229,0,0.2186,2.3760e+02,0.000,0.0000e+00,31,0,1.520,,,,,,,,26,15,0.083231,26,3.775e-02,1.482e+02,0,0,1.009,0,229,4086.13922,2.70826e+00,1.50877e+03,16.659084,0.002848,25,2.06385e+03,1.53292e+01,1.34635e+02,17.051847,0.008533,22,2.88879e+03,1.16838e+01,2.47247e+02,16.096107,0.005794,1.212,0,1,0,0,0,0.955740,0.392763,0.562977,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999981,5189.7,5163.0,5267.9,4.5884,4.5614,4.6127,-1.0525,-1.1783,-0.8857,1325.9711,1271.1102,1379.2173,0.0275,0.0057,0.0825,0.0225,0.0046,0.0677,0.0122,0.0025,0.0366,MARCS,45.10418776732,0.66098489661,0.936949,0.847050,0.1227
0.008650,LAMOST J025825.35+061510.6,44.6056451953,+6.2529673718,0.001,0.001,90,QSO,1,02 58 25.35485,+06 15 10.6825,A,2020yCat.1350....0G,QSO,*|Opt|QSO,226992.842,,1.6900000,,,,1.3063,0.9417,-0.058,0.538,0.935,0.948,90,,,,,,,,,,,,,,,Gaia DR3 7153972406659072,44.60564493751,6.25296976085,0.001,0.001,80,1636148068921376768,7153972406659072,1461483014,0.8060,0.6193,1.3063,0.9417,1.3872,0.541,-0.058,0.935,0.538,0.948,0.0975,0.6243,-0.0225,-0.0270,-0.1741,-0.1893,-0.2780,0.2167,0.1450,0.4054,132,0,130,2,-0.9098,1.1923e+02,0.000,0.0000e+00,31,0,1.588,,,,,,,,15,13,1.562282,16,1.891e-01,7.346e+01,0,0,0.940,0,134,146.28014,1.46107e+00,1.00118e+02,20.274403,0.011189,11,7.05958e+01,1.03981e+01,6.78930e+00,20.716595,0.159943,12,1.01631e+02,9.72683e+00,1.04485e+01,19.730335,0.103982,1.177,0,0,0,1,0,0.986259,0.442192,0.544067,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.967561,0.000004,0.032434,,,,,,,,,,,,,,,,,,,,,,,44.60564519533,6.25296737175,14.995838,15.355509,0.4087
0.307592,GALEX J030138.7+004028,45.4114755530,+0.6739227754,0.000,0.000,90,**,7,03 01 38.75413,+00 40 26.1220,A,2020yCat.1350....0G,**,*|**|Opt|UV|WD*,,,,,DA+K,,0.2212,0.5709,15.036,-11.979,0.771,0.801,90,,,,,,,18.383,17.908,17.763,21.507,20.941,20.258,19.859,19.553,Gaia DR3 62328565692288,45.41154238572,0.67386953647,0.001,0.000,42,1636148068921376768,62328565692288,110876169,0.4741,0.4830,0.2212,0.5709,0.3875,19.225,15.036,0.771,-11.979,0.801,0.1931,0.0514,0.0869,0.0177,-0.4156,-0.0482,-0.0505,0.0705,-0.0460,0.5229,185,0,184,1,0.7313,2.0324e+02,0.000,0.0000e+00,95,0,,1.3761,0.1497,-0.203,-0.215,0.080,-0.136,-0.092,21,14,1.341073,21,2.907e-02,1.678e+00,0,0,1.037,0,180,157.59770,9.69325e-01,1.62585e+02,20.193493,0.007224,16,9.53743e+01,6.93013e+00,1.37623e+01,20.389963,0.078942,17,1.32941e+02,1.10173e+01,1.20666e+01,19.438745,0.090058,1.449,0,0,0,1,0,0.951218,0.196470,0.754747,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999996,,,,,,,,,,,,,,,,,,,,,,,45.41147555301,0.67392277539,12.298804,12.842623,0.5243
0.059298,TYC   54-891-1,44.5801028602,+6.2778985483,0.000,0.000,90,*,0,02 58 19.22469,+06 16 40.4348,A,2020yCat.1350....0G,Star,*|NIR,-54.620,0.180,-0.0001822,0.0000006,,,0.8328,0.0193,1.273,-3.481,0.019,0.019,90,,,,12.120,10.550,,8.085,7.379,7.238,,,,,,Gaia DR3 7154316003960576,44.58010855106,6.27788307843,0.000,0.000,62,1636148068921376768,7154316003960576,1362508341,0.0167,0.0144,0.8328,0.0193,43.1971,3.706,1.273,0.019,-3.481,0.019,0.2187,0.4740,0.0923,0.1185,-0.0831,0.0239,0.0032,0.1842,0.1780,0.4562,177,177,175,2,2.0556,3.9968e+02,0.090,9.2518e+00,31,1,1.404,,,,,,,,20,15,0.031452,21,6.965e-02,1.680e+02,0,0,1.111,0,180,1653858.06224,4.61139e+02,3.58646e+03,10.141121,0.002772,20,5.99826e+05,3.84702e+02,1.55920e+03,10.893478,0.002876,19,1.50921e+06,5.69590e+02,2.64964e+03,9.301024,0.003802,1.275,0,0,0,0,0,1.592454,0.752357,0.840096,-54.54,0.17,1,9,1,8,9.5955e+01,-3.4428e-01,0.489696,799.387,1.01,4250.0,2.0,-0.50,222,10.9485,0.5876,7,8.955544,0.007988,7,,NOT_AVAILABLE,0.000000,0.000000,0.999996,4717.7,4701.6,4724.1,2.2984,2.2753,2.3109,-0.0794,-0.0817,-0.0754,1000.6953,987.6615,1023.9803,1.0159,0.9983,1.0227,0.7696,0.7557,0.7749,0.4055,0.3980,0.4085,MARCS,44.58010286016,6.27789854833,0.295759,0.301245,0.4501
0.340173,2MASS J03013801+0041145,45.4081429708,+0.6873711788,0.000,0.000,90,LM*,2,03 01 37.95431,+00 41 14.5362,A,2020yCat.1350....0G,Low-Mass*,*|LM*|NIR|Opt,58.128,8.693,0.0001939,0.0000290,M4V,,0.9544,0.3703,18.049,-11.236,0.430,0.413,90,,,,,,,16.710,16.270,15.740,25.517,22.080,20.390,18.928,18.171,Gaia DR3 62569084080640,45.40822319409,0.68732123900,0.000,0.000,43,1636148068921376768,62569084080640,1010157250,0.3078,0.3113,0.9544,0.3703,2.5772,21.261,18.049,0.430,-11.236,0.413,0.1400,0.1163,0.0685,0.0188,-0.3207,-0.0523,-0.0705,0.1704,0.1034,0.2562,223,0,223,0,-1.0606,2.2114e+02,0.000,0.0000e+00,95,0,,1.1764,0.0960,-0.116,-0.087,0.052,-0.193,-0.128,25,16,0.657026,25,4.586e-02,7.363e+01,0,0,0.948,0,218,253.97459,1.17383e+00,2.16365e+02,19.675390,0.005725,20,4.85428e+01,6.24211e+00,7.77666e+00,21.123230,0.139643,22,3.34145e+02,8.17432e+00,4.08774e+01,18.438059,0.026828,1.507,0,0,0,1,0,2.685171,1.447840,1.237331,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999981,,,,,,,,,,,,,,,,,,,,,,,45.40814297079,0.68737117883,6.872552,6.638517,0.2575
0.080575,Gaia DR3 62607739092480,45.3793103324,+0.6901158296,0.000,0.000,90,*,1,03 01 31.03448,+00 41 24.4170,A,2020yCat.1350....0G,Star,*,27.722,2.904,0.0000925,0.0000097,,,0.7562,0.0343,1.369,4.846,0.036,0.035,90,,,,,,,,,,,,,,,Gaia DR3 62607739092480,45.37931641868,0.69013736842,0.000,0.000,73,1636148068921376768,62607739092480,1627443621,0.0279,0.0272,0.7562,0.0343,22.0720,5.036,1.369,0.036,4.846,0.035,0.0155,0.1890,0.0378,-0.0498,-0.4293,-0.1159,-0.0592,0.1409,0.0529,0.2153,221,0,221,0,1.2582,2.5318e+02,0.000,0.0000e+00,31,1,1.540,,,,,,,,25,16,0.054354,25,7.088e-02,7.736e+01,0,0,1.060,0,216,12594.17561,5.11699e+00,2.46125e+03,15.436942,0.002790,21,6.56608e+03,1.41905e+01,4.62709e+02,15.795277,0.003646,24,8.63399e+03,1.67114e+01,5.16651e+02,14.907367,0.004324,1.207,0,2,0,1,0,0.887910,0.358335,0.529575,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.000000,0.000000,0.999965,5389.4,5375.9,5412.4,4.3779,4.3587,4.3987,-0.7461,-0.7772,-0.7144,1222.9435,1180.6616,1266.0195,0.0127,0.0032,0.0287,0.0105,0.0026,0.0237,0.0057,0.0014,0.0129,MARCS,45.37931033241,0.69011582963,0.578464,0.557489,0.2226
